AnoReferencia;NomeMunicipio;NomeUnidadeEscolar;Curso;AnoFase;Idade;QuantidadeMatriculas
2018;Água Clara;EE CHICO MENDES;AJA-MS-Ensino Fundamental;Bloco Final - 8º e 9º anos;13;2
2018;Água Clara;EE CHICO MENDES;AJA-MS-Ensino Fundamental;Bloco Final - 8º e 9º anos;14;1
2018;Água Clara;EE CHICO MENDES;AJA-MS-Ensino Fundamental;Bloco Final - 8º e 9º anos;15;12
2018;Água Clara;EE CHICO MENDES;AJA-MS-Ensino Fundamental;Bloco Final - 8º e 9º anos;16;8
2018;Água Clara;EE CHICO MENDES;AJA-MS-Ensino Fundamental;Bloco Final - 8º e 9º anos;17;6
2018;Água Clara;EE CHICO MENDES;AJA-MS-Ensino Fundamental;Bloco Intermediário - 6º e 7º anos;13;1
2018;Água Clara;EE CHICO MENDES;AJA-MS-Ensino Fundamental;Bloco Intermediário - 6º e 7º anos;14;3
2018;Água Clara;EE CHICO MENDES;AJA-MS-Ensino Fundamental;Bloco Intermediário - 6º e 7º anos;15;9
2018;Água Clara;EE CHICO MENDES;AJA-MS-Ensino Fundamental;Bloco Intermediário - 6º e 7º anos;16;11
2018;Água Clara;EE CHICO MENDES;AJA-MS-Ensino Fundamental;Bloco Intermediário - 6º e 7º anos;17;5
2018;Água Clara;EE CHICO MENDES;Curso Técnico em Informática (Concomitante) MEDIOTEC;Módulo III;16;1
2018;Água Clara;EE CHICO MENDES;Curso Técnico em Informática (Concomitante) MEDIOTEC;Módulo III;17;10
2018;Água Clara;EE CHICO MENDES;Curso Técnico em Informática (Concomitante) MEDIOTEC;Módulo III;18;11
2018;Água Clara;EE CHICO MENDES;Curso Técnico em Informática (Concomitante) MEDIOTEC;Módulo III;19;1
2018;Água Clara;EE CHICO MENDES;Curso Técnico em Informática (Concomitante) MEDIOTEC;Módulo III;20;1
2018;Água Clara;EE CHICO MENDES;Curso Técnico em Informática (Concomitante) MEDIOTEC;Módulo III;35;1
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;1º Ano;5;19
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;1º Ano;6;49
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;1º Ano;7;5
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;2º Ano;6;22
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;2º Ano;7;24
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;2º Ano;8;2
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;3º Ano;6;1
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;3º Ano;7;19
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;3º Ano;8;23
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;3º Ano;9;3
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;3º Ano;10;2
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;4º Ano;7;1
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;4º Ano;8;16
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;4º Ano;9;32
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;4º Ano;10;7
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;4º Ano;11;3
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;4º Ano;12;1
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;5º Ano;8;1
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;5º Ano;9;24
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;5º Ano;10;14
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;5º Ano;11;5
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;5º Ano;12;2
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;5º Ano;13;2
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;6º Ano;9;1
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;6º Ano;10;17
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;6º Ano;11;30
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;6º Ano;12;10
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;6º Ano;13;7
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;7º Ano;10;1
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;7º Ano;11;13
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;7º Ano;12;5
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;7º Ano;13;9
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;7º Ano;14;3
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;7º Ano;15;2
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;8º Ano;11;1
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;8º Ano;12;21
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;8º Ano;13;15
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;8º Ano;14;7
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;8º Ano;15;6
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;9º Ano;13;10
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;9º Ano;14;10
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;9º Ano;15;8
2018;Água Clara;EE CHICO MENDES;Ensino Fundamental;9º Ano;16;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;20;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;22;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;24;2
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;25;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;26;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;27;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;28;2
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;31;2
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;33;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;38;3
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;39;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;40;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;41;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;43;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;45;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;50;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Curso Normal Médio Modular Com Aproveitamento;Módulo II;52;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;17;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;18;11
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;19;6
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;20;4
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;21;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;22;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;23;4
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;24;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;25;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;26;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;27;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;28;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;29;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;30;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;31;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;33;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;34;6
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;35;4
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;38;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;39;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;40;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;41;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;43;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;47;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final I;52;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;18;6
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;19;6
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;20;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;21;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;22;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;23;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;24;4
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;26;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;27;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;28;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;29;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;30;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;31;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;34;4
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;35;5
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;40;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;41;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;42;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;44;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;47;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final II;53;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;17;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;18;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;19;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;20;4
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;21;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;22;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;23;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;24;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;25;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;26;4
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;27;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;29;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;31;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;32;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;33;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;34;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;35;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;37;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;38;4
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;40;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;41;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final III;42;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;19;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;20;5
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;22;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;23;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;25;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;27;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;28;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;29;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;31;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;32;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;33;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;34;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;35;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;36;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;37;2
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;38;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;39;3
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;40;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;41;1
2018;Água Clara;EE MAL. CASTELO BRANCO;EJA Conectando Saberes - Ensino Médio (Semestral);Módulo Final IV;42;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;5º Ano;9;3
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;5º Ano;10;9
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;5º Ano;11;5
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;5º Ano;12;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;5º Ano;13;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;5º Ano;14;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;6º Ano;10;10
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;6º Ano;11;11
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;6º Ano;12;3
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;6º Ano;14;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;7º Ano;11;12
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;7º Ano;12;9
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;7º Ano;13;2
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;7º Ano;14;3
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;7º Ano;17;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;8º Ano;12;14
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;8º Ano;13;14
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;8º Ano;14;6
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;8º Ano;15;3
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;8º Ano;16;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;9º Ano;12;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;9º Ano;13;64
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;9º Ano;14;47
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;9º Ano;15;13
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;9º Ano;16;7
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Fundamental;9º Ano;17;3
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;1º Ano;13;8
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;1º Ano;14;85
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;1º Ano;15;66
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;1º Ano;16;39
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;1º Ano;17;11
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;1º Ano;18;6
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;1º Ano;19;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;1º Ano;20;2
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;2º Ano;14;4
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;2º Ano;15;67
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;2º Ano;16;68
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;2º Ano;17;20
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;2º Ano;18;3
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;2º Ano;19;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;2º Ano;30;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;3º Ano;15;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;3º Ano;16;34
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;3º Ano;17;38
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;3º Ano;18;10
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;3º Ano;19;5
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;3º Ano;20;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;3º Ano;22;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;3º Ano;23;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;3º Ano;27;1
2018;Água Clara;EE MAL. CASTELO BRANCO;Ensino Médio;3º Ano;30;1
2018;Água Clara;EE MAL. CASTELO BRANCO -EXTENSÃO SALA JOSÉ BELCHIOR;Ensino Médio;1º Ano;14;2
2018;Água Clara;EE MAL. CASTELO BRANCO -EXTENSÃO SALA JOSÉ BELCHIOR;Ensino Médio;1º Ano;15;5
2018;Água Clara;EE MAL. CASTELO BRANCO -EXTENSÃO SALA JOSÉ BELCHIOR;Ensino Médio;1º Ano;16;2
2018;Água Clara;EE MAL. CASTELO BRANCO -EXTENSÃO SALA JOSÉ BELCHIOR;Ensino Médio;1º Ano;21;1
2018;Água Clara;EE MAL. CASTELO BRANCO -EXTENSÃO SALA JOSÉ BELCHIOR;Ensino Médio;1º Ano;22;2
2018;Água Clara;EE MAL. CASTELO BRANCO -EXTENSÃO SALA JOSÉ BELCHIOR;Ensino Médio;1º Ano;23;1
2018;Água Clara;EE MAL. CASTELO BRANCO -EXTENSÃO SALA JOSÉ BELCHIOR;Ensino Médio;1º Ano;40;1
2018;Água Clara;EE MAL. CASTELO BRANCO -EXTENSÃO SALA JOSÉ BELCHIOR;Ensino Médio;1º Ano;52;1
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;1º Ano;5;5
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;1º Ano;6;16
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;2º Ano;7;10
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;2º Ano;8;5
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;2º Ano;9;3
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;2º Ano;10;1
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;2º Ano;11;1
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;3º Ano;7;10
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;3º Ano;8;9
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;3º Ano;9;2
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;3º Ano;10;2
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;3º Ano;12;2
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;4º Ano;8;4
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;4º Ano;9;10
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;4º Ano;10;4
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;4º Ano;11;2
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;4º Ano;12;2
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;4º Ano;13;1
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;4º Ano;25;1
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;6º Ano;9;1
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;6º Ano;10;6
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;6º Ano;11;8
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;6º Ano;12;2
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;6º Ano;13;4
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;6º Ano;14;1
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;6º Ano;15;3
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;6º Ano;16;1
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;6º Ano;17;4
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;6º Ano;18;1
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;6º Ano;20;2
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;6º Ano;21;4
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;7º Ano;11;8
2018;Alcinopolis;EE PROFª. ROMILDA COSTA CARNEIRO;Ensino Fundamental;7º Ano;12;7
