AnoReferencia;NomeMunicipio;NomeUnidadeEscolar;MatriculasTotal;MatriculaInicial;MatriculaAposCenso;Transferidos;Cancelados;Falecido;Abandono;Aprovados;Reprovados;Cursando;OutrasSituacoes
2018;Tres Lagoas;EE EDWARDS CORRÊA E SOUZA - EXTENSÃO ESTABELECIMENTO PENAL MASCULINO DE TRÊS LAGOAS;154;82;72;4;77;0;0;55;18;0;0
2018;Tres Lagoas;EE EDWARDS CORRÊA E SOUZA -EXTENSÃO COLÔNIA PENAL INDUSTRIAL PARACELSO DE LIMA VIEIRA JESUS;147;77;70;15;82;0;1;38;11;0;0
2018;Tres Lagoas;EE EDWARDS CORRÊA E SOUZA -EXTENSÃO ESTABELECIMENTO PENAL FEMININO DE TRÊS LAGOAS;68;34;34;14;28;0;0;15;11;0;0
2018;Tres Lagoas;EE EDWARDS CORRÊA E SOUZA -EXTENSÃO UNIDADE EDUCACIONAL DE INTERNAÇÃO -UNEI AURORA GONÇALVES COIMBRA;29;20;9;11;1;0;0;14;3;0;0
2018;Deodapolis;EE EDWIRGES COELHO DERZI;435;409;26;88;1;0;0;317;29;0;0
2018;Eldorado;EE ELDORADO;1062;1027;35;84;19;0;50;823;86;0;0
2018;Campo Grande;EE ELVIRA MATHIAS DE OLIVEIRA;1476;1099;377;230;69;0;0;954;222;1;0
2018;Vicentina;EE EMANNUEL PINHEIRO;282;219;63;36;1;0;6;210;29;0;0
2018;Coronel Sapucaia;EE ENEIL VARGAS;1332;1219;113;124;4;0;73;951;180;0;0
2018;Aparecida do Taboado;EE ERNESTO RODRIGUES;1690;1418;272;134;42;1;0;1408;105;0;0
2018;Bandeirantes;EE ERNESTO SOLON BORGES;639;564;75;102;35;1;0;346;155;0;0
2018;Dois Irmaos do Buriti;EE ESTEFANA CENTURION GAMBARRA;935;818;117;164;25;0;59;618;69;0;0
2018;Dois Irmaos do Buriti;EE ESTEFANA CENTURION GAMBARRA - EXTENSÃO ASSENTAMENTO MARCOS FREIRE;35;34;1;1;2;0;3;25;4;0;0
2018;Dois Irmaos do Buriti;EE ESTEFANA CENTURION GAMBARRA-EXTENSÃO ESTABELECIMENTO PENAL DE DOIS IRMÃOS DO BURITI;156;81;75;0;62;0;0;69;25;0;0
2018;Bela Vista;EE ESTER SILVA;789;782;7;95;37;0;0;571;86;0;0
2018;Rio Brilhante;EE ETALÍVIO PEREIRA MARTINS;1413;1191;222;143;33;1;87;839;291;19;0
2018;Rio Brilhante;EE ETALÍVIO PEREIRA MARTINS-EXTENSÃO ESTABELECIMENTO PENAL FEMININO DE RIO BRILHANTE;58;31;27;22;12;0;0;20;1;3;0
2018;Rio Brilhante;EE ETALÍVIO PEREIRA MARTINS-EXTENSÃO ESTABELECIMENTO PENAL MASCULINO DE RIO BRILHANTE;53;24;29;6;10;0;0;37;0;0;0
2018;Aral Moreira;EE EUFRÁZIA FAGUNDES MARQUES;291;277;14;23;1;0;0;204;63;0;0
2018;Navirai;EE EURICO GASPAR DUTRA;1150;1062;88;186;31;0;0;731;202;0;0
2018;Aquidauana;EE FELIPE ORRO;544;481;63;148;26;0;7;297;66;0;0
2018;Tres Lagoas;EE FERNANDO CORRÊA;1457;1371;86;169;45;0;12;1124;107;0;0
2018;Rio Brilhante;EE FERNANDO CORRÊA DA COSTA;1866;1612;254;142;30;2;0;1264;427;1;0
2018;Dourados;EE FLORIANO VIEGAS MACHADO;1311;1227;84;187;31;0;0;947;146;0;0
2018;Pedro Gomes;EE FRANCISCO RIBEIRO SOARES;540;515;25;69;3;0;0;413;55;0;0
2018;Caarapo;EE FREI JOÃO DAMASCENO;300;284;16;62;2;0;0;221;15;0;0
2018;Aparecida do Taboado;EE FREI VITAL DE GARIBALDI;1139;1100;39;166;25;0;0;706;242;0;0
2018;Campo Grande;EE GAL. MALAN;672;638;34;121;3;0;5;482;61;0;0
2018;Aparecida do Taboado;EE GEORGINA DE OLIVEIRA ROCHA;963;903;60;193;8;0;0;687;75;0;0
2018;Sete Quedas;EE GUIMARÃES ROSA;921;827;94;167;13;0;17;657;67;0;0
2018;Paranaiba;EE GUSTAVO RODRIGUES DA SILVA;515;485;30;111;5;0;23;341;35;0;0
2018;Campo Grande;EE HÉRCULES MAYMONE;1792;1720;72;391;31;1;146;1032;190;1;0
2018;Cassilandia;EE HERMELINA BARBOSA LEAL;1264;1125;139;265;74;0;0;527;398;0;0
2018;Gloria de Dourados;EE HILDA BERGO DUARTE;637;546;91;61;15;0;32;438;91;0;0
2018;Dois Irmaos do Buriti;EE INDÍGENA CACIQUE NDETI REGINALDO;225;140;85;6;0;0;28;174;17;0;0
2018;Miranda;EE INDÍGENA CACIQUE TIMÓTEO;151;150;1;9;0;0;35;99;8;0;0
2018;Miranda;EE INDÍGENA CACIQUE VICENTE DE ALMEIDA;84;78;6;3;4;0;0;59;18;0;0
2018;Nioaque;EE INDÍGENA DE EM ANGELINA VICENTE;143;106;37;4;2;0;1;119;17;0;0
2018;Aquidauana;EE INDÍGENA DE EM PASCOAL LEITE DIAS;98;97;1;2;2;0;17;72;5;0;0
2018;Aquidauana;EE INDÍGENA DE EM PASTOR REGINALDO MIGUEL - HOYENÓ O;101;95;6;8;11;0;6;42;34;0;0
2018;Aquidauana;EE INDÍGENA DE EM PROF. DOMINGOS V. MARCOS - MIHIN;174;170;4;18;7;0;1;122;26;0;0
